duracion_supervivencia,poblacion_inicial,poblacion_total,supervivencia_max,edad_promedio,salud_promedio,clima,terreno,genotipo_fuerza,genotipo_velocidad,genotipo_resistencia,genotipo_inteligencia,genotipo_adaptabilidad,genotipo_supervivencia
9,10,26,8,25.3,102.30365450789127,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",74.0,71.0,78.0,67.0,80.0,70.0
15,10,27,12,15.083333333333334,102.8841044945777,"{'lluvioso', 'tormenta', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",25.0,98.0,21.0,66.0,15.0,50.0
10,10,10,10,50.42857142857143,101.08349582449672,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",10.0,82.0,92.0,28.0,19.0,11.0
17,10,33,10,21.142857142857142,100.06551980388444,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",45.0,54.0,92.0,33.0,15.0,5.0
7,10,22,6,16.181818181818183,101.49433422520752,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",58.0,19.0,85.0,40.0,56.0,60.0
4,10,10,4,51.42857142857143,100.57337719322048,"{'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",42.0,90.0,81.0,68.0,85.0,97.0
11,10,26,10,20.153846153846153,100.36285737091833,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",25.0,46.0,80.0,13.0,18.0,23.0
4,10,11,4,41.166666666666664,100.12326160699355,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",82.0,82.0,61.0,78.0,45.0,81.0
8,10,25,7,13.272727272727273,102.55510655976853,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",16.0,99.0,74.0,59.0,59.0,45.0
13,10,39,9,13.565217391304348,101.37897735120546,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",31.0,11.0,40.0,71.0,20.0,36.0
15,10,36,9,17.214285714285715,102.20390420774129,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",79.0,43.0,18.0,14.0,47.0,73.0
9,10,33,7,17.58823529411765,100.77622652809335,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",49.0,78.0,19.0,50.0,56.0,48.0
11,10,23,7,14.0,100.29807863223435,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",49.0,90.0,68.0,63.0,30.0,51.0
7,10,14,5,56.0,100.19055448091005,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",65.0,43.0,44.0,94.0,61.0,11.0
11,10,29,8,14.76923076923077,104.24797416832742,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",45.0,63.0,13.0,30.0,60.0,96.0
6,10,22,5,23.0,99.72514659305341,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",45.0,75.0,99.0,24.0,89.0,75.0
5,10,15,4,50.5,100.0500209280239,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",27.0,20.0,66.0,15.0,43.0,92.0
7,10,13,7,45.111111111111114,101.83638251683307,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",41.0,99.0,36.0,9.0,33.0,25.0
9,10,34,7,13.333333333333334,97.73881547391562,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",86.0,96.0,51.0,56.0,79.0,59.0
14,10,52,9,6.222222222222222,100.50157811738353,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",36.0,96.0,98.0,52.0,36.0,7.0
7,10,16,6,50.6,99.19055275812009,"{'lluvioso', 'tormenta'}","{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",15.0,75.0,63.0,95.0,79.0,26.0
7,10,13,6,36.5,100.62731474922515,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",78.0,48.0,84.0,34.0,66.0,29.0
10,10,39,6,8.647058823529411,100.98050172175886,"{'lluvioso', 'tormenta', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",79.0,6.0,31.0,35.0,70.0,68.0
15,10,21,13,19.176470588235293,100.36327040112397,"{'lluvioso', 'tormenta', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",41.0,75.0,71.0,66.0,10.0,53.0
8,10,21,5,35.75,100.72085578771244,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",26.0,79.0,79.0,5.0,76.0,81.0
9,10,20,8,35.42857142857143,100.71689064631076,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",61.0,64.0,23.0,53.0,53.0,26.0
10,10,38,8,12.61111111111111,100.93981171363048,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",50.0,80.0,44.0,73.0,40.0,8.0
9,10,44,8,8.0,101.30668878913094,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",32.0,94.0,50.0,61.0,77.0,29.0
8,10,17,7,35.36363636363637,99.39636826861471,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",54.0,19.0,93.0,38.0,82.0,6.0
8,10,31,7,20.25,102.01446048744883,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",31.0,49.0,81.0,35.0,90.0,44.0
13,10,36,9,10.368421052631579,99.36512882799575,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",32.0,76.0,64.0,90.0,54.0,14.0
5,10,13,5,31.666666666666668,100.05734878546222,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'acantilado', 'pantano'}",15.0,24.0,81.0,47.0,97.0,87.0
10,10,32,5,15.76923076923077,102.97082745101487,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",22.0,64.0,50.0,68.0,79.0,38.0
12,10,43,8,9.115384615384615,101.44835600654854,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",80.0,49.0,49.0,32.0,32.0,41.0
12,10,28,9,15.285714285714286,101.01826954758755,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",69.0,47.0,10.0,9.0,15.0,56.0
7,10,24,6,13.7,100.37578180343226,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",25.0,55.0,84.0,54.0,84.0,11.0
10,10,26,7,15.6,101.18652811132196,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",31.0,86.0,73.0,13.0,33.0,72.0
6,10,18,5,27.714285714285715,100.52827627690978,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",18.0,32.0,47.0,84.0,75.0,88.0
8,10,33,6,10.722222222222221,100.50933892197746,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",80.0,20.0,47.0,43.0,84.0,95.0
9,10,20,7,23.285714285714285,103.76620648061517,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",48.0,73.0,76.0,94.0,53.0,20.0
7,10,34,6,12.882352941176471,100.84233549905946,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",10.0,43.0,66.0,7.0,82.0,37.0
7,10,17,6,37.666666666666664,101.23850826322195,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",30.0,42.0,26.0,38.0,43.0,53.0
6,10,15,5,32.833333333333336,101.24053952190779,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",20.0,84.0,77.0,29.0,58.0,73.0
8,10,24,5,18.23076923076923,101.18785103995206,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",91.0,10.0,82.0,8.0,85.0,84.0
4,10,15,3,29.5,100.19011535372198,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",43.0,78.0,67.0,42.0,70.0,83.0
13,10,42,7,16.2,98.44114878091335,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",62.0,56.0,64.0,9.0,88.0,53.0
9,10,28,5,17.636363636363637,106.47796385584957,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",42.0,92.0,8.0,33.0,84.0,46.0
13,10,31,11,18.05263157894737,100.19250091694586,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",72.0,21.0,34.0,88.0,16.0,27.0
7,10,19,5,20.333333333333332,102.81443911650916,"{'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",73.0,35.0,70.0,7.0,76.0,62.0
8,10,30,6,14.454545454545455,100.02694738515675,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",86.0,60.0,99.0,9.0,72.0,88.0
9,10,32,5,17.428571428571427,100.54609177574706,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",51.0,53.0,72.0,9.0,98.0,93.0
15,10,31,9,14.68421052631579,100.80600890382124,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",96.0,85.0,45.0,45.0,20.0,52.0
4,10,12,3,36.55555555555556,100.22645636519776,"{'lluvioso', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",28.0,61.0,5.0,65.0,72.0,45.0
7,10,23,7,16.545454545454547,100.68936957071695,{'soleado'},"{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",97.0,27.0,94.0,20.0,52.0,47.0
11,10,33,7,16.38095238095238,101.97774385938729,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",74.0,6.0,29.0,34.0,33.0,64.0
16,10,24,13,11.9,100.36751928643771,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",91.0,39.0,15.0,5.0,22.0,27.0
6,10,30,5,18.68421052631579,100.57141180133831,"{'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",36.0,80.0,92.0,95.0,68.0,78.0
5,10,10,5,37.0,108.43747561233495,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",43.0,84.0,41.0,8.0,95.0,5.0
7,10,14,7,33.45454545454545,98.00861030811711,"{'lluvioso', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",70.0,8.0,50.0,20.0,61.0,37.0
11,10,59,9,9.666666666666666,100.47455122601897,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",8.0,8.0,78.0,24.0,64.0,91.0
9,10,37,6,12.631578947368421,102.71965184569622,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",82.0,42.0,41.0,75.0,54.0,56.0
7,10,10,7,55.0,101.73107049116629,"{'lluvioso', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",44.0,58.0,25.0,87.0,38.0,26.0
9,10,32,6,12.285714285714286,100.62462370291762,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",66.0,30.0,13.0,87.0,57.0,95.0
4,10,11,4,43.0,101.03547211871475,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",65.0,6.0,25.0,36.0,90.0,46.0
18,10,20,16,18.90909090909091,100.39082750525827,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",12.0,93.0,48.0,91.0,39.0,95.0
3,10,10,3,41.5,100.28031151471119,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",58.0,14.0,72.0,52.0,98.0,99.0
10,10,25,7,20.055555555555557,102.19569062732404,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",32.0,51.0,10.0,66.0,61.0,43.0
6,10,23,4,20.0,100.29100704995045,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",97.0,18.0,66.0,89.0,82.0,15.0
7,10,13,7,41.666666666666664,101.15277949267538,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",58.0,98.0,54.0,46.0,36.0,47.0
9,10,18,8,27.0,103.81032877693838,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",58.0,12.0,34.0,12.0,33.0,64.0
21,10,43,18,17.80952380952381,100.44561212162291,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",41.0,44.0,85.0,40.0,6.0,22.0
10,10,16,9,23.166666666666668,100.23758479652572,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",99.0,70.0,13.0,28.0,24.0,32.0
7,10,17,7,31.363636363636363,102.50187928852394,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",74.0,50.0,95.0,13.0,50.0,42.0
8,10,31,6,14.733333333333333,102.37361253765499,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",34.0,59.0,52.0,95.0,90.0,33.0
8,10,26,8,17.125,98.45942871485255,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",80.0,21.0,89.0,93.0,96.0,82.0
6,10,12,6,53.666666666666664,100.06192974797352,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",20.0,32.0,48.0,51.0,69.0,45.0
28,10,31,26,16.133333333333333,100.10644368550808,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",68.0,17.0,76.0,39.0,19.0,91.0
4,10,14,4,32.6,101.08335981426329,{'soleado'},"{'pradera', 'acantilado', 'sabana', 'pantano'}",11.0,15.0,49.0,38.0,96.0,77.0
12,10,28,10,18.11764705882353,100.21140662466544,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",27.0,27.0,40.0,75.0,5.0,80.0
17,10,26,17,28.181818181818183,101.67927561852561,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",95.0,33.0,41.0,16.0,7.0,13.0
6,10,18,6,24.333333333333332,100.11173495823869,{'soleado'},"{'pradera', 'acantilado', 'sabana', 'pantano'}",13.0,68.0,84.0,58.0,21.0,96.0
8,10,19,6,35.0,100.27037351188213,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",29.0,74.0,53.0,33.0,20.0,93.0
10,10,30,7,17.6,101.46510453538606,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",52.0,72.0,81.0,10.0,59.0,19.0
6,10,10,6,46.111111111111114,100.12027312725509,"{'lluvioso', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",63.0,46.0,88.0,58.0,5.0,27.0
6,10,17,4,18.363636363636363,100.24198621780009,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",9.0,74.0,44.0,11.0,67.0,32.0
11,10,24,6,23.454545454545453,100.68016828223708,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",70.0,53.0,68.0,24.0,30.0,88.0
7,10,18,5,16.857142857142858,100.12489951259856,"{'lluvioso', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",24.0,94.0,51.0,12.0,69.0,72.0
7,10,21,5,25.428571428571427,99.52451364429727,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",44.0,70.0,26.0,36.0,81.0,69.0
8,10,20,8,23.5,97.39739772271261,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",42.0,6.0,27.0,90.0,45.0,64.0
8,10,18,8,27.666666666666668,100.379230061266,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",39.0,62.0,88.0,76.0,88.0,43.0
10,10,22,6,21.142857142857142,99.20566084218588,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",31.0,29.0,80.0,52.0,85.0,63.0
3,10,12,3,30.625,100.12458769448067,"{'lluvioso', 'tormenta'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",86.0,51.0,54.0,14.0,43.0,58.0
13,10,39,9,11.588235294117647,100.47728810645894,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",39.0,20.0,87.0,41.0,21.0,41.0
9,10,21,8,25.5,102.60417470362859,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",27.0,85.0,23.0,31.0,26.0,31.0
9,10,34,8,16.045454545454547,100.80002435472166,"{'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",30.0,27.0,37.0,39.0,32.0,79.0
5,10,19,4,24.727272727272727,100.15007254536681,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",89.0,61.0,86.0,10.0,49.0,22.0
7,10,16,7,22.545454545454547,103.26911635574135,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'acantilado', 'sabana', 'pantano'}",44.0,81.0,7.0,84.0,65.0,36.0
9,10,22,6,28.571428571428573,103.63564446448615,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",75.0,10.0,21.0,23.0,56.0,11.0
8,10,10,8,47.666666666666664,100.31995371758494,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",71.0,50.0,54.0,30.0,7.0,14.0
7,10,18,4,13.875,100.16975508232963,"{'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",90.0,83.0,44.0,97.0,74.0,40.0
20,10,32,13,20.4,100.72822123229149,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",69.0,31.0,49.0,50.0,28.0,77.0
6,10,11,6,42.75,107.38357670791551,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",74.0,34.0,74.0,19.0,78.0,69.0
7,10,15,6,27.0,103.31016679933471,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",5.0,65.0,72.0,65.0,90.0,41.0
6,10,20,6,26.333333333333332,105.00120915250017,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",78.0,62.0,12.0,12.0,70.0,11.0
11,10,16,9,37.333333333333336,100.10161446625607,"{'lluvioso', 'tormenta'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",36.0,92.0,26.0,73.0,16.0,52.0
18,10,54,17,11.903225806451612,100.96667664173592,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",74.0,11.0,37.0,79.0,21.0,49.0
7,10,11,7,43.44444444444444,100.71149875317812,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",56.0,73.0,84.0,17.0,30.0,83.0
12,10,30,7,18.0,100.50864290694717,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",32.0,76.0,30.0,21.0,21.0,12.0
7,10,26,6,20.6,100.64373558790808,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",44.0,98.0,12.0,23.0,36.0,40.0
10,10,38,9,18.857142857142858,99.72914367416918,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",51.0,97.0,73.0,62.0,62.0,47.0
8,10,16,6,36.166666666666664,100.07520824420703,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",50.0,40.0,96.0,82.0,11.0,65.0
6,10,10,6,43.75,101.04789081682564,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",80.0,49.0,54.0,56.0,28.0,96.0
6,10,14,6,35.125,100.9316395016707,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",67.0,61.0,95.0,75.0,41.0,61.0
9,10,27,7,19.25,100.09970886429801,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",37.0,80.0,36.0,12.0,40.0,74.0
7,10,14,7,21.8,101.16675580578473,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",73.0,43.0,92.0,6.0,88.0,27.0
7,10,12,5,38.57142857142857,100.16906976761265,"{'lluvioso', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",83.0,53.0,65.0,50.0,21.0,85.0
5,10,11,5,28.0,100.57176566274558,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",36.0,36.0,65.0,8.0,83.0,28.0
7,10,20,7,28.705882352941178,100.02506193176518,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",15.0,96.0,36.0,12.0,27.0,41.0
5,10,10,5,38.4,99.94736098514838,{'soleado'},"{'desierto', 'pradera', 'sabana', 'pantano'}",83.0,36.0,31.0,24.0,77.0,24.0
16,10,34,12,11.11111111111111,96.54081828152235,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",60.0,14.0,55.0,99.0,58.0,63.0
13,10,36,10,20.77777777777778,106.53957976284381,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",65.0,24.0,61.0,26.0,57.0,28.0
11,10,31,8,14.466666666666667,99.82542384329854,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",32.0,74.0,14.0,75.0,30.0,10.0
9,10,27,6,24.333333333333332,101.25284872709335,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",57.0,22.0,78.0,22.0,43.0,50.0
6,10,25,5,14.0,100.64611763570073,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",58.0,82.0,29.0,73.0,37.0,38.0
12,10,56,9,12.666666666666666,101.29512712612744,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",48.0,94.0,16.0,25.0,31.0,42.0
6,10,14,5,34.75,101.08661831682616,"{'lluvioso', 'tormenta'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",55.0,66.0,50.0,60.0,58.0,34.0
8,10,14,7,38.6,100.02072510069875,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",43.0,95.0,67.0,19.0,16.0,15.0
7,10,31,6,17.5,102.14151210744582,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",20.0,93.0,93.0,34.0,85.0,77.0
10,10,18,8,25.75,102.63521201307063,"{'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",37.0,14.0,28.0,96.0,27.0,71.0
6,10,21,6,17.0,99.60031291713021,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",89.0,59.0,5.0,11.0,87.0,11.0
10,10,33,6,23.5625,101.07487104599244,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",41.0,78.0,36.0,61.0,45.0,40.0
9,10,22,6,15.923076923076923,100.75831504153687,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",55.0,9.0,82.0,24.0,98.0,58.0
12,10,24,9,18.0,99.75139297753503,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'agua', 'sabana'}",54.0,18.0,69.0,28.0,48.0,50.0
2,10,12,2,36.714285714285715,100.05703616161432,"{'lluvioso', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",20.0,22.0,47.0,53.0,60.0,19.0
11,10,30,7,10.333333333333334,100.73032863121693,"{'lluvioso', 'tormenta', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",13.0,33.0,22.0,57.0,19.0,30.0
8,10,20,7,35.666666666666664,101.83773544584555,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",24.0,93.0,40.0,22.0,44.0,72.0
